trayek
STASIUN TEBET - BIDARA CINA
STASIUN TEBET - KARET
STASIUN MRT BLOK A - RADIO DALAM
STASIUN PALMERAH - ISTORA SENAYAN
ST. PALMERAH - TOSARI
STASIUN PALMERAH - TOSARI
ST. PALMERAH - SENAYAN
STASIUN PALMERAH - BUNDARAN SENAYAN
STASIUN TANAH ABANG - STASIUN GONDANGDIA
STASIUN PASAR SENEN - STASIUN TANAH ABANG
ST. MANGGARAI - UI
STASIUN MANGGARAI - UI
ST. TEBET - BIDARA CINA
ST. TEBET - KARET
STASIUN TEBET - KARET VIA PATRA KUNINGAN
ST. MANGGARAI - BLOK M
STASIUN KALIBATA - KUNINGAN
